gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,48,Month-to-month,No,Credit card (automatic),Yes,37.97,1856.0,No
Male,1,No,No,32,Month-to-month,DSL,Credit card (automatic),Yes,59.47,1885.31,Yes
Female,0,No,No,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,100.53,907.32,Yes
Female,0,Yes,No,26,Month-to-month,DSL,Mailed check,Yes,76.74,2071.5,No
Male,1,No,No,51,One year,Fiber optic,Electronic check,No,73.69,3724.47,No
Male,1,Yes,No,18,Month-to-month,No,Bank transfer (automatic),Yes,37.01,712.55,No
Male,0,No,No,48,Month-to-month,Fiber optic,Electronic check,No,78.15,3774.19,No
Male,0,Yes,Yes,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,81.48,723.62,Yes
Female,0,No,Yes,4,Month-to-month,DSL,Electronic check,Yes,67.41,288.0,Yes
Male,0,No,No,26,One year,Fiber optic,Mailed check,No,80.98,2117.93,No
Male,0,No,No,16,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,87.33,1339.32,Yes
Male,0,No,No,63,One year,DSL,Electronic check,No,71.49,4473.36,No
Male,0,Yes,Yes,27,Two year,DSL,Credit card (automatic),Yes,78.18,2058.65,No
Female,0,No,No,30,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,88.46,2640.09,Yes
Female,0,Yes,Yes,29,Two year,No,Electronic check,Yes,36.41,1123.23,No
Male,0,No,Yes,23,Month-to-month,No,Credit card (automatic),No,21.71,528.44,No
Female,1,Yes,Yes,66,Month-to-month,No,Bank transfer (automatic),No,54.03,3494.32,No
Male,0,No,No,53,Month-to-month,Fiber optic,Credit card (automatic),No,90.95,4806.6,No
Male,0,Yes,No,11,Month-to-month,No,Bank transfer (automatic),Yes,36.63,414.66,Yes
Male,0,No,Yes,15,Month-to-month,No,Bank transfer (automatic),Yes,36.02,577.51,No
Male,0,No,Yes,5,Month-to-month,DSL,Mailed check,Yes,64.33,289.1,No
Male,0,Yes,No,18,Two year,Fiber optic,Electronic check,Yes,94.26,1634.84,Yes
Female,0,Yes,No,47,Month-to-month,DSL,Electronic check,Yes,70.75,3322.27,No
Female,1,No,No,68,Two year,No,Mailed check,No,54.33,3722.87,No
Female,0,No,Yes,35,Month-to-month,No,Mailed check,No,37.91,1338.67,No
Male,1,Yes,No,5,One year,No,Credit card (automatic),Yes,56.05,236.02,No
Male,1,Yes,No,3,Month-to-month,DSL,Bank transfer (automatic),Yes,72.69,305.81,No
Male,1,Yes,No,30,Month-to-month,No,Mailed check,No,34.28,1023.41,No
Male,0,No,Yes,19,Month-to-month,DSL,Bank transfer (automatic),No,39.99,769.52,No
Male,1,No,No,42,Two year,DSL,Bank transfer (automatic),No,61.03,2530.03,No
Female,0,Yes,No,8,Two year,Fiber optic,Credit card (automatic),Yes,103.7,884.94,No
Female,0,No,Yes,16,Month-to-month,No,Mailed check,Yes,25.7,439.74,No
Female,0,No,No,40,One year,No,Electronic check,Yes,35.99,1455.32,No
Female,0,No,No,20,One year,DSL,Electronic check,No,61.98,1182.07,Yes
Female,0,Yes,No,26,One year,Fiber optic,Electronic check,No,96.31,2558.65,No
Female,0,Yes,No,16,Month-to-month,Fiber optic,Bank transfer (automatic),No,80.35,1323.39,Yes
Male,0,Yes,No,3,One year,DSL,Credit card (automatic),Yes,49.57,199.45,No
Female,0,Yes,No,25,Two year,No,Bank transfer (automatic),Yes,41.84,1047.85,No
Female,1,Yes,Yes,24,Month-to-month,DSL,Credit card (automatic),Yes,51.08,1222.16,No
Female,0,Yes,No,65,Month-to-month,DSL,Bank transfer (automatic),No,37.97,2459.2,No
Female,0,Yes,Yes,65,Month-to-month,Fiber optic,Credit card (automatic),Yes,107.08,7074.44,No
Male,0,No,No,31,Two year,Fiber optic,Mailed check,No,96.12,2952.73,No
Female,0,Yes,Yes,21,Month-to-month,No,Mailed check,Yes,57.6,1150.3,No
Male,0,No,No,30,Month-to-month,DSL,Credit card (automatic),Yes,70.49,2095.98,No
Female,0,Yes,No,44,Month-to-month,DSL,Bank transfer (automatic),Yes,68.16,2972.58,No
Female,0,No,Yes,28,Two year,No,Mailed check,Yes,39.43,1167.16,No
Female,0,Yes,Yes,55,One year,Fiber optic,Credit card (automatic),No,82.77,4484.42,No
Male,0,No,No,70,Month-to-month,Fiber optic,Credit card (automatic),No,91.15,6352.1,No
Female,0,No,Yes,29,Month-to-month,DSL,Mailed check,No,53.36,1557.0,Yes
Female,1,Yes,No,8,One year,No,Bank transfer (automatic),Yes,22.17,240.77,No
Male,0,No,No,8,Month-to-month,Fiber optic,Mailed check,No,81.01,683.76,Yes
Male,1,Yes,No,63,Month-to-month,DSL,Mailed check,Yes,75.5,4837.32,No
Female,0,No,No,30,Two year,DSL,Credit card (automatic),No,45.21,1373.62,No
Female,0,Yes,Yes,23,Month-to-month,DSL,Bank transfer (automatic),No,45.4,1034.06,No
Female,0,Yes,No,45,Month-to-month,DSL,Electronic check,Yes,67.1,3062.08,No
Female,1,Yes,No,69,Month-to-month,DSL,Bank transfer (automatic),Yes,55.02,3727.96,Yes
Male,1,No,No,30,One year,DSL,Bank transfer (automatic),Yes,65.83,1889.28,No
Female,0,Yes,No,23,One year,DSL,Bank transfer (automatic),Yes,71.88,1702.01,No
Male,0,No,No,62,Month-to-month,Fiber optic,Mailed check,No,90.54,5623.91,Yes
Female,0,Yes,Yes,6,One year,Fiber optic,Bank transfer (automatic),No,77.41,512.68,No
Male,0,Yes,No,61,Two year,Fiber optic,Credit card (automatic),Yes,100.4,6081.49,No
Female,1,Yes,Yes,37,Two year,No,Electronic check,Yes,43.91,1688.74,No
Male,0,No,Yes,1,Month-to-month,DSL,Bank transfer (automatic),No,60.32,93.84,Yes
Female,0,No,No,16,Month-to-month,No,Credit card (automatic),Yes,34.74,554.3,No
Male,0,Yes,No,49,Two year,No,Mailed check,Yes,39.49,1945.28,No
Male,0,No,No,54,Month-to-month,No,Mailed check,No,31.26,1705.18,No
Female,1,Yes,Yes,14,Month-to-month,DSL,Electronic check,Yes,40.43,523.12,No
Male,0,Yes,Yes,47,Month-to-month,DSL,Electronic check,Yes,69.0,3223.84,No
Female,0,No,No,72,Two year,Fiber optic,Mailed check,Yes,93.29,6733.36,No
Female,0,Yes,No,50,Month-to-month,DSL,Credit card (automatic),Yes,32.39,1598.1,No
Female,0,Yes,Yes,51,Month-to-month,DSL,Electronic check,No,66.13,3299.06,No
Male,0,No,No,14,One year,DSL,Electronic check,No,81.08,1149.83,Yes
Male,1,Yes,No,46,Month-to-month,Fiber optic,Credit card (automatic),No,71.47,3329.35,No
Male,0,No,No,51,Month-to-month,No,Credit card (automatic),No,34.12,1793.57,No
Female,0,No,No,8,Month-to-month,DSL,Electronic check,Yes,57.82,489.15,Yes
Female,0,No,No,22,Month-to-month,No,Mailed check,Yes,54.92,1249.26,No
Female,0,No,Yes,64,Two year,No,Mailed check,No,48.45,3150.26,No
Female,0,No,No,72,Month-to-month,DSL,Mailed check,Yes,49.46,3565.03,No
Male,0,Yes,No,12,Two year,Fiber optic,Electronic check,No,89.11,963.32,No
Male,0,No,Yes,53,Month-to-month,DSL,Electronic check,Yes,87.63,4702.49,Yes
Male,0,No,Yes,36,Month-to-month,No,Bank transfer (automatic),Yes,27.5,945.46,No
Male,0,No,No,43,Month-to-month,Fiber optic,Electronic check,No,84.87,3592.7,Yes
Male,0,Yes,No,37,Month-to-month,Fiber optic,Bank transfer (automatic),No,91.16,3317.83,Yes
Male,0,No,No,63,Month-to-month,Fiber optic,Electronic check,No,77.68,5018.03,No
Male,0,No,No,32,Month-to-month,DSL,Electronic check,No,81.16,2619.1,No
Male,0,Yes,No,43,Two year,No,Electronic check,Yes,29.33,1209.02,No
Female,0,No,Yes,48,Month-to-month,No,Mailed check,No,18.33,845.74,No
Female,1,Yes,No,40,Two year,Fiber optic,Mailed check,No,78.7,3147.97,No
Female,0,Yes,No,64,Month-to-month,Fiber optic,Mailed check,Yes,92.84,5968.64,Yes
Male,0,No,No,17,Month-to-month,DSL,Mailed check,No,50.42,871.14,No
Male,0,Yes,Yes,69,One year,DSL,Credit card (automatic),Yes,63.63,4343.79,No
Male,0,Yes,Yes,49,Month-to-month,DSL,Mailed check,Yes,66.75,3286.64,No
Male,0,Yes,No,70,Month-to-month,Fiber optic,Credit card (automatic),No,70.49,4903.94,No
Female,0,Yes,Yes,27,Month-to-month,No,Electronic check,Yes,28.24,814.71,No
Female,0,No,Yes,34,Month-to-month,No,Mailed check,No,39.19,1335.19,No
Male,0,No,No,3,One year,DSL,Electronic check,Yes,68.43,167.32,No
Male,1,No,No,67,Month-to-month,DSL,Mailed check,No,53.53,3621.27,No
Male,0,Yes,No,59,Two year,DSL,Electronic check,Yes,61.82,3666.62,No
Male,1,No,Yes,21,Month-to-month,No,Electronic check,Yes,31.59,639.7,Yes
Female,1,No,Yes,3,Month-to-month,No,Electronic check,No,43.73,167.71,Yes
Female,1,No,No,50,Month-to-month,Fiber optic,Electronic check,No,91.23,4593.1,Yes
Female,0,Yes,No,49,Month-to-month,Fiber optic,Mailed check,Yes,80.52,4005.48,No
Female,0,Yes,Yes,38,Two year,Fiber optic,Bank transfer (automatic),Yes,90.74,3483.68,No
Female,0,No,No,11,Two year,DSL,Electronic check,Yes,55.05,594.84,No
Female,0,No,Yes,67,Month-to-month,DSL,Bank transfer (automatic),No,65.49,4303.19,No
Female,1,Yes,Yes,31,Month-to-month,DSL,Mailed check,No,65.66,2044.65,No
Female,0,No,Yes,52,Two year,DSL,Mailed check,No,88.45,4616.62,No
Male,0,Yes,No,62,Month-to-month,Fiber optic,Credit card (automatic),No,80.96,5022.38,Yes
Female,0,Yes,Yes,40,Month-to-month,DSL,Mailed check,Yes,58.3,2181.65,No
Female,0,No,No,6,Month-to-month,Fiber optic,Mailed check,No,77.23,497.34,Yes
Female,0,No,No,64,Month-to-month,Fiber optic,Electronic check,No,72.61,4601.19,No
Female,0,Yes,No,48,Month-to-month,Fiber optic,Electronic check,No,79.52,3851.36,No
Female,1,No,Yes,65,Month-to-month,No,Credit card (automatic),No,42.98,2878.81,No
Female,0,No,Yes,44,Two year,DSL,Bank transfer (automatic),Yes,68.85,3016.74,No
Male,0,Yes,Yes,66,Month-to-month,Fiber optic,Mailed check,No,88.55,5866.1,No
Female,0,No,No,63,Two year,DSL,Mailed check,No,56.45,3558.04,No
Female,1,No,No,15,One year,Fiber optic,Bank transfer (automatic),No,79.08,1212.47,No
Female,0,No,Yes,12,Month-to-month,Fiber optic,Electronic check,Yes,74.0,893.15,Yes
Male,0,No,No,11,Month-to-month,DSL,Credit card (automatic),Yes,53.32,560.64,No
Female,0,No,No,58,Month-to-month,DSL,Credit card (automatic),No,44.46,2533.34,No
Male,1,Yes,Yes,17,Two year,Fiber optic,Bank transfer (automatic),No,101.29,1801.53,No
Male,0,Yes,Yes,32,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,107.05,3447.39,No
Female,0,No,Yes,57,Two year,Fiber optic,Electronic check,Yes,61.77,3562.4,No
Female,1,No,Yes,31,One year,Fiber optic,Credit card (automatic),No,88.47,2762.56,No
Female,0,Yes,No,4,One year,Fiber optic,Bank transfer (automatic),No,88.27,401.88,Yes
Male,0,Yes,Yes,26,Month-to-month,Fiber optic,Credit card (automatic),Yes,87.51,2230.35,No
Female,0,No,No,6,One year,DSL,Credit card (automatic),Yes,52.89,321.48,No
Female,0,Yes,No,28,One year,Fiber optic,Bank transfer (automatic),Yes,97.27,2748.84,No
Female,0,Yes,No,53,One year,Fiber optic,Mailed check,Yes,89.93,4830.7,No
Female,0,No,No,37,Month-to-month,No,Bank transfer (automatic),Yes,47.41,1887.8,No
Male,0,No,No,49,One year,Fiber optic,Bank transfer (automatic),Yes,76.15,3751.72,No
Female,0,No,No,7,Month-to-month,Fiber optic,Mailed check,No,68.4,445.76,No
Male,0,No,No,54,One year,No,Bank transfer (automatic),Yes,40.22,2112.04,No
Female,0,Yes,No,31,Month-to-month,No,Credit card (automatic),Yes,23.44,681.54,No
Male,0,No,Yes,20,Month-to-month,DSL,Electronic check,No,72.66,1414.4,Yes
Male,1,Yes,No,47,One year,No,Bank transfer (automatic),Yes,18.0,700.95,No
Female,0,Yes,Yes,9,Month-to-month,DSL,Credit card (automatic),No,54.38,455.61,No
Female,0,No,No,36,One year,No,Mailed check,Yes,27.61,1029.76,No
Female,0,No,No,30,One year,DSL,Mailed check,No,56.01,1684.11,No
Female,0,No,No,12,One year,Fiber optic,Electronic check,No,88.13,1044.67,Yes
Female,0,Yes,No,69,One year,No,Mailed check,Yes,39.75,2661.99,No
Male,0,No,Yes,26,Month-to-month,DSL,Bank transfer (automatic),No,67.68,1812.12,Yes
Male,0,No,No,2,Month-to-month,No,Credit card (automatic),No,44.06,113.71,No
Male,0,No,No,32,One year,Fiber optic,Bank transfer (automatic),Yes,82.94,2653.49,Yes
Male,0,No,No,70,Month-to-month,DSL,Mailed check,No,85.3,5861.19,No
Male,0,Yes,No,48,Month-to-month,No,Credit card (automatic),Yes,51.65,2454.43,No
Female,0,No,Yes,46,Month-to-month,Fiber optic,Electronic check,Yes,81.26,3759.47,No
Female,1,No,No,65,Month-to-month,No,Electronic check,No,33.36,2166.81,No
Female,0,No,Yes,6,Two year,No,Bank transfer (automatic),Yes,31.0,195.62,No
Male,0,No,No,40,Month-to-month,DSL,Credit card (automatic),Yes,64.36,2608.66,No
Female,0,No,No,23,Month-to-month,DSL,Electronic check,Yes,48.34,1119.48,Yes
Female,0,Yes,No,49,Two year,DSL,Electronic check,No,50.53,2508.24,No
Female,0,Yes,No,62,Two year,Fiber optic,Bank transfer (automatic),Yes,58.99,3615.3,No
Male,0,No,No,5,Month-to-month,DSL,Bank transfer (automatic),Yes,55.22,214.94,No
Male,0,No,No,11,Two year,Fiber optic,Bank transfer (automatic),No,97.78,1099.42,Yes
Female,0,No,No,69,Month-to-month,No,Mailed check,No,33.17,2323.18,No
Male,0,Yes,No,35,One year,DSL,Electronic check,Yes,58.85,2085.56,No
Male,0,Yes,No,23,Month-to-month,Fiber optic,Mailed check,No,88.34,2038.35,No
Male,0,No,No,11,Month-to-month,Fiber optic,Mailed check,Yes,72.97,786.5,Yes
Female,0,No,No,25,Month-to-month,DSL,Mailed check,No,60.3,1518.14,No
Female,1,Yes,Yes,0,One year,DSL,Credit card (automatic),No,70.68,18.96,No
Male,0,No,Yes,16,Month-to-month,DSL,Electronic check,Yes,63.68,1040.83,Yes
Male,1,Yes,Yes,13,Month-to-month,Fiber optic,Mailed check,No,96.74,1387.95,Yes
Female,0,No,Yes,6,One year,DSL,Electronic check,Yes,75.17,404.98,No
Female,0,Yes,No,70,Month-to-month,No,Bank transfer (automatic),Yes,42.95,3167.88,No
Female,0,Yes,Yes,57,Two year,No,Credit card (automatic),Yes,26.44,1444.22,No
Male,0,Yes,No,68,Month-to-month,DSL,Credit card (automatic),Yes,55.87,3818.47,No
Female,1,No,Yes,17,Month-to-month,No,Electronic check,No,58.18,929.28,Yes
Male,0,No,Yes,21,Month-to-month,No,Mailed check,Yes,38.77,829.48,Yes
Female,0,No,No,20,Month-to-month,DSL,Bank transfer (automatic),No,62.17,1292.54,No
Male,0,Yes,No,40,Month-to-month,No,Electronic check,Yes,24.68,988.85,No
Male,1,Yes,No,13,Month-to-month,DSL,Bank transfer (automatic),No,58.9,814.39,No
Male,0,Yes,No,17,One year,Fiber optic,Electronic check,No,93.6,1569.96,No
Male,0,No,No,71,Month-to-month,DSL,Electronic check,Yes,60.18,4170.16,No
Female,1,Yes,No,25,Month-to-month,No,Electronic check,Yes,28.77,750.52,No
Male,1,No,Yes,57,One year,No,Credit card (automatic),No,31.55,1799.96,No
Male,0,No,Yes,16,Month-to-month,No,Bank transfer (automatic),Yes,49.3,764.85,Yes
Male,0,No,No,67,One year,No,Credit card (automatic),Yes,43.01,2861.37,No
Female,1,Yes,No,50,Two year,DSL,Bank transfer (automatic),No,66.41,3340.75,No
Female,0,No,No,62,Month-to-month,Fiber optic,Credit card (automatic),No,90.29,5557.29,No
Female,0,Yes,No,37,One year,DSL,Mailed check,No,45.8,1713.5,No
Female,0,Yes,Yes,66,Two year,DSL,Credit card (automatic),No,63.27,4235.13,No
Female,0,No,No,26,Month-to-month,DSL,Electronic check,Yes,72.82,1996.22,No
Female,0,No,No,34,Two year,No,Bank transfer (automatic),No,31.87,1153.77,No
Male,0,No,No,4,Month-to-month,Fiber optic,Credit card (automatic),Yes,96.73,395.0,Yes
Female,0,Yes,Yes,12,One year,DSL,Credit card (automatic),No,66.54,811.4,No
Female,0,No,No,56,Month-to-month,No,Mailed check,No,44.93,2496.18,No
Female,0,No,Yes,23,Month-to-month,No,Electronic check,Yes,35.61,795.78,No
Male,0,Yes,No,7,Two year,DSL,Bank transfer (automatic),No,70.64,538.07,No
Female,0,No,Yes,21,Month-to-month,Fiber optic,Electronic check,Yes,67.42,1400.52,Yes
Male,0,Yes,No,25,Two year,Fiber optic,Credit card (automatic),No,85.4,2153.25,No
Male,0,No,Yes,52,One year,Fiber optic,Bank transfer (automatic),Yes,93.56,4816.8,No
Female,0,No,No,6,Two year,Fiber optic,Bank transfer (automatic),Yes,88.56,599.85,No
Male,0,No,No,1,Two year,Fiber optic,Mailed check,Yes,98.15,82.02,No
Male,1,No,No,52,One year,DSL,Electronic check,No,58.11,3076.37,No
Female,0,Yes,No,10,Two year,Fiber optic,Bank transfer (automatic),Yes,78.43,749.11,No
Male,0,No,No,30,One year,Fiber optic,Mailed check,No,65.33,1922.1,No
Female,0,No,No,49,Month-to-month,DSL,Mailed check,Yes,56.72,2845.9,Yes
Male,0,Yes,No,37,One year,DSL,Electronic check,No,66.2,2418.19,No
Male,1,Yes,No,9,Month-to-month,Fiber optic,Mailed check,No,94.13,768.79,Yes
Female,1,No,No,52,Month-to-month,Fiber optic,Credit card (automatic),Yes,68.21,3494.91,Yes
Female,0,No,No,3,Month-to-month,Fiber optic,Credit card (automatic),Yes,99.1,340.15,No
Male,0,No,No,16,Month-to-month,DSL,Mailed check,No,48.31,810.94,Yes
Female,0,No,No,7,Month-to-month,No,Electronic check,Yes,33.55,196.7,Yes
Female,0,No,Yes,37,Month-to-month,DSL,Electronic check,Yes,53.17,1935.86,Yes
Male,0,Yes,No,50,One year,Fiber optic,Electronic check,Yes,90.01,4534.0,No
Female,1,Yes,Yes,47,One year,DSL,Electronic check,Yes,61.13,2938.85,No
Male,0,No,Yes,10,Two year,Fiber optic,Bank transfer (automatic),No,93.14,927.92,No
Female,0,No,Yes,25,Two year,Fiber optic,Bank transfer (automatic),No,107.13,2705.85,No
Female,0,No,Yes,10,Two year,Fiber optic,Credit card (automatic),No,89.77,941.41,No
Female,0,No,No,25,One year,No,Mailed check,Yes,28.08,809.65,No
Female,0,No,No,16,Month-to-month,Fiber optic,Credit card (automatic),No,90.53,1390.74,No
Male,0,No,Yes,54,Two year,Fiber optic,Electronic check,No,108.34,5817.01,No
Male,0,No,No,54,Month-to-month,Fiber optic,Electronic check,No,92.88,4989.98,Yes
Male,0,Yes,No,59,Month-to-month,No,Credit card (automatic),Yes,46.35,2775.93,No
Female,0,No,No,14,Month-to-month,No,Credit card (automatic),Yes,18.0,239.4,No
Female,0,No,No,0,One year,Fiber optic,Bank transfer (automatic),No,89.64,15.61,No
Male,1,Yes,No,2,One year,Fiber optic,Bank transfer (automatic),No,81.78,169.66,No
Female,0,No,No,61,Month-to-month,No,Bank transfer (automatic),Yes,26.84,1637.24,No
Female,0,No,No,66,One year,No,Credit card (automatic),Yes,34.73,2297.69,No
Female,0,No,No,15,Month-to-month,DSL,Electronic check,Yes,61.3,971.05,Yes
Male,0,No,No,63,Month-to-month,No,Electronic check,No,27.51,1684.43,No
Female,0,Yes,No,38,Month-to-month,Fiber optic,Electronic check,No,87.26,3308.52,Yes
Female,0,Yes,No,13,Month-to-month,Fiber optic,Mailed check,No,82.92,1017.17,Yes
Male,0,Yes,No,22,One year,Fiber optic,Electronic check,No,93.43,2066.77,No
Male,1,Yes,No,19,Month-to-month,DSL,Bank transfer (automatic),No,62.73,1182.11,No
Male,0,No,No,55,Month-to-month,No,Electronic check,Yes,39.51,2226.57,No
Male,0,No,No,13,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,96.75,1257.54,Yes
Female,0,No,No,13,One year,DSL,Bank transfer (automatic),No,66.66,844.38,No
Female,1,Yes,No,52,Two year,Fiber optic,Electronic check,No,84.93,4403.87,No
Female,1,Yes,No,22,One year,DSL,Mailed check,Yes,34.96,855.22,No
Male,0,Yes,No,18,One year,Fiber optic,Bank transfer (automatic),Yes,91.16,1562.46,No
Female,0,No,No,58,Two year,Fiber optic,Electronic check,No,74.06,4263.93,No
Male,0,Yes,No,67,Month-to-month,Fiber optic,Bank transfer (automatic),No,83.97,5627.47,No
Female,0,No,Yes,40,Month-to-month,DSL,Credit card (automatic),Yes,64.45,2546.28,No
Male,0,No,No,60,Month-to-month,DSL,Mailed check,No,76.0,4584.31,Yes
Male,0,No,Yes,61,Month-to-month,DSL,Electronic check,Yes,82.11,5005.76,Yes
Female,0,Yes,No,42,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,73.95,3118.51,No
Male,0,Yes,Yes,60,Month-to-month,No,Credit card (automatic),Yes,19.21,1158.47,No
Female,0,No,No,0,Month-to-month,Fiber optic,Mailed check,Yes,88.91,0.0,Yes
Female,0,No,No,2,Month-to-month,Fiber optic,Credit card (automatic),Yes,87.91,111.28,Yes
Female,0,Yes,Yes,64,Month-to-month,DSL,Credit card (automatic),No,45.58,2925.76,No
Female,0,No,No,10,Month-to-month,DSL,Mailed check,No,59.8,509.84,No
Male,0,No,No,53,Two year,No,Bank transfer (automatic),Yes,42.17,2201.44,No
Female,0,Yes,Yes,30,One year,Fiber optic,Electronic check,No,70.24,2131.61,No
Male,0,Yes,No,57,Month-to-month,DSL,Bank transfer (automatic),No,48.06,2799.19,No
Female,0,Yes,Yes,48,Month-to-month,Fiber optic,Credit card (automatic),Yes,77.27,3826.43,No
Male,0,Yes,Yes,5,Month-to-month,Fiber optic,Credit card (automatic),Yes,82.45,390.85,No
Male,0,Yes,Yes,24,Month-to-month,DSL,Electronic check,Yes,68.33,1596.61,No
Female,0,No,No,51,Month-to-month,DSL,Bank transfer (automatic),No,56.08,2886.31,No
Male,0,Yes,No,67,Month-to-month,Fiber optic,Electronic check,Yes,85.66,5832.97,Yes
Female,0,No,No,58,Two year,DSL,Mailed check,No,86.95,5119.98,No
Female,0,No,No,65,Two year,Fiber optic,Credit card (automatic),No,73.52,4727.32,No
Female,0,Yes,No,69,One year,No,Bank transfer (automatic),No,27.16,1867.3,No
Female,0,Yes,No,65,One year,No,Mailed check,Yes,43.14,2846.43,No
Female,0,No,No,42,One year,Fiber optic,Credit card (automatic),Yes,96.86,4113.96,No
Male,0,No,No,24,One year,DSL,Credit card (automatic),Yes,64.98,1589.06,No
Male,0,No,Yes,37,Two year,Fiber optic,Electronic check,No,106.71,3925.74,No
Male,0,Yes,Yes,58,One year,DSL,Electronic check,No,63.81,3730.1,No
Female,0,Yes,No,31,One year,No,Bank transfer (automatic),No,18.0,604.47,No
Male,0,Yes,No,60,Two year,Fiber optic,Credit card (automatic),No,86.16,5123.24,No
Male,1,No,Yes,51,One year,Fiber optic,Electronic check,Yes,78.15,4052.07,Yes
Male,0,No,No,15,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,101.61,1573.68,Yes
Male,0,No,No,67,Month-to-month,Fiber optic,Credit card (automatic),Yes,96.58,6433.46,No
Male,0,No,Yes,61,Month-to-month,Fiber optic,Credit card (automatic),Yes,65.92,4067.59,No
Male,0,Yes,Yes,43,Month-to-month,No,Bank transfer (automatic),Yes,51.2,2242.42,No
Male,0,No,Yes,14,Month-to-month,DSL,Credit card (automatic),Yes,71.27,1040.37,Yes
Male,0,Yes,No,16,Month-to-month,DSL,Credit card (automatic),No,56.11,976.5,No
Male,0,No,No,61,Month-to-month,No,Credit card (automatic),Yes,34.06,2077.06,No
Male,0,No,No,1,Two year,Fiber optic,Bank transfer (automatic),Yes,101.71,118.28,No
Female,0,No,Yes,35,Month-to-month,DSL,Credit card (automatic),Yes,36.34,1140.03,No
Male,0,Yes,No,45,Month-to-month,DSL,Electronic check,Yes,65.34,2996.31,Yes
Male,0,No,Yes,16,Month-to-month,Fiber optic,Electronic check,Yes,98.12,1620.91,Yes
